_id_x,track_id,start_time,end_time,_id_y,conf,cord_x,cord_y,hits,age,time_since_update,state,time,mean_0,mean_1,mean_2,mean_3,mean_4,mean_5,mean_6,mean_7,cov_0,cov_1,cov_2,cov_3,cov_4,cov_5,cov_6,cov_7
{'$oid': '664699b7e3932c0e6b4589ff'},5,1715902826.329251,1715902871.493052,{'$oid': '664699b8e3932c0e6b458c2b'},0.6392197012901306,1249.0,181.0,36.0,36.0,0.0,2.0,1715902851.638494,1833.9992085861986,249.81146029173365,5.874620815047817,226.61004468268433,0.8066466503432104,2.0900241574102485,-1.3457135091750246e-05,1.4647268755419043,0.0,40.73234974932474,0.0,0.0,0.0,75.94590525227207,0.0,0.0
{'$oid': '664699b7e3932c0e6b4589ff'},5,1715902826.329251,1715902871.493052,{'$oid': '664699b8e3932c0e6b458c36'},0.7446695566177368,1246.0,175.0,32.0,32.0,0.0,2.0,1715902848.65777,1829.0944765069485,239.9800452945152,6.027667794714142,220.0469591291001,0.5232709619422481,1.9683606537683247,-9.707025353409685e-06,1.4300991240621732,165.2578512396692,0.0,0.0,0.0,39.34710743801645,0.0,0.0,0.0
{'$oid': '664699b7e3932c0e6b4589ff'},5,1715902826.329251,1715902871.493052,{'$oid': '664699b8e3932c0e6b458c3b'},0.7121636271476746,1249.0,181.0,37.0,37.0,0.0,2.0,1715902852.444885,1837.2288554570941,249.34248952986863,5.845734891828904,226.71392290039734,1.0590752370429697,1.8234276192154193,-1.4235493459189041e-05,1.3229534243906176,0.0,39.347107438016394,0.0,0.0,0.0,239.05826962809914,0.0,0.0
{'$oid': '664699b7e3932c0e6b4589ff'},5,1715902826.329251,1715902871.493052,{'$oid': '664699b8e3932c0e6b458c55'},0.7116400599479675,1251.0,182.0,39.0,39.0,0.0,2.0,1715902854.199444,1844.893236714737,251.72015228059433,5.7968237289941875,227.30171916906482,1.6102838918967715,1.6979890157107362,-1.562290401834908e-05,1.1207105644504691,0.0,0.0,0.0,62.23246925094159,0.0,0.0,0.0,153.2005137011293
{'$oid': '664699b7e3932c0e6b4589ff'},5,1715902826.329251,1715902871.493052,{'$oid': '664699b9e3932c0e6b458c60'},0.6298764944076538,1249.0,181.0,35.0,35.0,0.0,2.0,1715902850.729102,1831.4915822264131,249.10062211875788,5.9079234779797725,226.18217085443015,0.6105218312127432,2.2490458084287455,-1.2591291280569385e-05,1.5842771648459677,0.0,0.0,0.0007689739175053963,0.0,0.0,0.0,4.219095932280078e-09,0.0
{'$oid': '664699b7e3932c0e6b4589ff'},5,1715902826.329251,1715902871.493052,{'$oid': '664699b9e3932c0e6b458c6e'},0.7163845896720886,1250.0,181.0,38.0,38.0,0.0,2.0,1715902853.484972,1841.3830930344361,250.40007466725473,5.8208494530354065,226.6989369858045,1.3846273322995586,1.742875584399713,-1.4929707105994873e-05,1.1822277023626788,11482.45625018287,0.0,0.0,0.0,939.3383392662367,0.0,0.0,0.0
{'$oid': '664699b7e3932c0e6b4589ff'},5,1715902826.329251,1715902871.493052,{'$oid': '664699b9e3932c0e6b458c7e'},0.6809526681900024,1253.0,183.0,40.0,40.0,0.0,2.0,1715902854.83256,1847.4873220242268,253.47195607591004,5.770454063208851,228.80213054960817,1.7152669812386776,1.7037316805556475,-1.640909147147485e-05,1.1612290715253992,417.39125152554095,0.0,0.0,0.0,36.646646540258416,0.0,0.0,0.0
{'$oid': '664699b7e3932c0e6b4589ff'},5,1715902826.329251,1715902871.493052,{'$oid': '664699b9e3932c0e6b458c98'},0.6340508460998535,1256.0,185.0,41.0,41.0,0.0,2.0,1715902855.467086,1850.7109358886594,255.3886123759092,5.742455136689855,230.64395760215479,1.876071930538476,1.7264315866686186,-1.7270858750697975e-05,1.2337876620267572,0.0,0.0,0.0009186870124438806,0.0,0.0,0.0,1.0907394140879873e-08,0.0
{'$oid': '664699b7e3932c0e6b4589ff'},5,1715902826.329251,1715902871.493052,{'$oid': '664699b9e3932c0e6b458cc2'},0.6273047924041748,1259.0,187.0,42.0,42.0,0.0,2.0,1715902856.200175,1853.5138283550252,257.69551103092465,5.710844554203711,233.26979066835116,1.9744678651649925,1.7880568932970686,-1.8274405531309825e-05,1.3815742110845615,25.486347523093755,0.0,0.0,0.0,50.01909215268987,0.0,0.0,0.0
{'$oid': '664699b7e3932c0e6b4589ff'},5,1715902826.329251,1715902871.493052,{'$oid': '664699b9e3932c0e6b458cd5'},0.5125008821487427,1267.0,193.0,44.0,44.0,0.0,2.0,1715902857.832856,1855.9326721155926,266.54906031450776,5.633049254613713,240.7709865078927,1.821528789834809,2.314875161436922,-2.0859632973114825e-05,1.8533324136567386,0.0,0.0,0.0,9.683793169119532,0.0,0.0,0.0,18.882676688109047
{'$oid': '664699b7e3932c0e6b4589ff'},5,1715902826.329251,1715902871.493052,{'$oid': '664699b9e3932c0e6b458ceb'},0.5665929317474365,1263.0,190.0,43.0,43.0,0.0,2.0,1715902857.182773,1854.8412020235846,261.78597760920053,5.673987809938894,236.84390827765876,1.9063157269900206,2.0305473124805085,-1.9480319556538593e-05,1.6124934828291477,0.0,35.24476098559029,0.0,0.0,0.0,68.44538584459725,0.0,0.0
{'$oid': '664699b7e3932c0e6b4589ff'},5,1715902826.329251,1715902871.493052,{'$oid': '664699b9e3932c0e6b458cf9'},0.5049309730529785,1269.0,196.0,45.0,45.0,0.0,2.0,1715902858.759225,1856.284393259374,269.930699374896,5.589893149718573,244.17333534030962,1.6705652636197406,2.4244421787653754,-2.235572379598185e-05,2.0124314504381697,0.0,0.0,0.0,40.02148381029063,0.0,0.0,0.0,9.39268108668545
{'$oid': '664699b7e3932c0e6b4589ff'},5,1715902826.329251,1715902871.493052,{'$oid': '664699b9e3932c0e6b458cff'},,1273.0,197.0,45.0,46.0,1.0,2.0,1715902859.43894,1857.9549585229936,272.3551415536614,5.589870793994777,246.18576679074778,1.6705652636197406,2.4244421787653754,-2.235572379598185e-05,2.0124314504381697,0.0,517.0160148512052,0.0,0.0,0.0,42.907514880030746,0.0,0.0
{'$oid': '664699b7e3932c0e6b4589ff'},5,1715902826.329251,1715902871.493052,{'$oid': '664699b9e3932c0e6b458d18'},,1276.0,199.0,45.0,47.0,2.0,2.0,1715902860.316677,1859.6255237866133,274.7795837324268,5.589848438270981,248.19819824118593,1.6705652636197406,2.4244421787653754,-2.235572379598185e-05,2.0124314504381697,0.0,0.0,0.0009186870124438806,0.0,0.0,0.0,1.0907394140879873e-08,0.0
{'$oid': '664699b7e3932c0e6b4589ff'},5,1715902826.329251,1715902871.493052,{'$oid': '664699b9e3932c0e6b458d2e'},,1280.0,201.0,45.0,48.0,3.0,2.0,1715902861.582286,1861.296089050233,277.20402591119216,5.5898260825471855,250.2106296916241,1.6705652636197406,2.4244421787653754,-2.235572379598185e-05,2.0124314504381697,70.849018853551,0.0,0.0,0.0,7.529016427327724,0.0,0.0,0.0
{'$oid': '664699b7e3932c0e6b4589ff'},5,1715902826.329251,1715902871.493052,{'$oid': '664699b9e3932c0e6b458d52'},,1283.0,202.0,45.0,49.0,4.0,2.0,1715902862.889241,1862.9666543138526,279.62846808995755,5.58980372682339,252.22306114206225,1.6705652636197406,2.4244421787653754,-2.235572379598185e-05,2.0124314504381697,16.92200413223142,0.0,0.0,0.0,102.81175135588845,0.0,0.0,0.0
{'$oid': '664699b7e3932c0e6b4589ff'},5,1715902826.329251,1715902871.493052,{'$oid': '664699b9e3932c0e6b458d61'},,1287.0,204.0,45.0,50.0,5.0,2.0,1715902863.653974,1864.6372195774723,282.05291026872294,5.589781371099594,254.2354925925004,1.6705652636197406,2.4244421787653754,-2.235572379598185e-05,2.0124314504381697,0.0,0.0,0.0,20.835123966942092,0.0,0.0,0.0,4.960743801652882
{'$oid': '664699b7e3932c0e6b4589ff'},5,1715902826.329251,1715902871.493052,{'$oid': '664699b9e3932c0e6b458d79'},,1294.0,208.0,45.0,52.0,7.0,2.0,1715902864.937263,1867.9783501047116,286.9017946262537,5.589736659652003,258.2603554933767,1.6705652636197406,2.4244421787653754,-2.235572379598185e-05,2.0124314504381697,0.0,0.0,0.0,63.018033763447164,0.0,0.0,0.0,17.32112446324495
{'$oid': '664699b7e3932c0e6b4589ff'},5,1715902826.329251,1715902871.493052,{'$oid': '664699b9e3932c0e6b458d83'},,1291.0,206.0,45.0,51.0,6.0,2.0,1715902864.330076,1866.307784841092,284.47735244748833,5.589759015375798,256.24792404293856,1.6705652636197406,2.4244421787653754,-2.235572379598185e-05,2.0124314504381697,0.0,11.839817750646862,0.0,0.0,0.0,21.664360765292983,0.0,0.0
{'$oid': '664699b7e3932c0e6b4589ff'},5,1715902826.329251,1715902871.493052,{'$oid': '664699b9e3932c0e6b458daa'},,1302.0,211.0,45.0,54.0,9.0,2.0,1715902866.340972,1871.319480631951,291.7506789837845,5.589691948204411,262.28521839425304,1.6705652636197406,2.4244421787653754,-2.235572379598185e-05,2.0124314504381697,3.447572607842261,0.0,0.0,0.0,6.3448247418473205,0.0,0.0,0.0
{'$oid': '664699b7e3932c0e6b4589ff'},5,1715902826.329251,1715902871.493052,{'$oid': '664699b9e3932c0e6b458dab'},,1298.0,209.0,45.0,53.0,8.0,2.0,1715902865.638758,1869.6489153683312,289.3262368050191,5.589714303928207,260.2727869438149,1.6705652636197406,2.4244421787653754,-2.235572379598185e-05,2.0124314504381697,0.0,3.447572607842261,0.0,0.0,0.0,6.3448247418473205,0.0,0.0
{'$oid': '664699b7e3932c0e6b4589ff'},5,1715902826.329251,1715902871.493052,{'$oid': '664699bae3932c0e6b458dd1'},,1305.0,213.0,45.0,55.0,10.0,2.0,1715902867.72803,1872.9900458955706,294.1751211625499,5.5896695924806155,264.2976498446912,1.6705652636197406,2.4244421787653754,-2.235572379598185e-05,2.0124314504381697,0.0,0.0,0.0,263.5968525436457,0.0,0.0,0.0,53.63080202606497
{'$oid': '664699b7e3932c0e6b4589ff'},5,1715902826.329251,1715902871.493052,{'$oid': '664699bae3932c0e6b458dd7'},,1309.0,214.0,45.0,56.0,11.0,2.0,1715902868.455858,1874.6606111591902,296.5995633413153,5.58964723675682,266.31008129512935,1.6705652636197406,2.4244421787653754,-2.235572379598185e-05,2.0124314504381697,0.0,473.29915541086257,0.0,0.0,0.0,85.85754095793484,0.0,0.0
{'$oid': '664699b7e3932c0e6b4589ff'},5,1715902826.329251,1715902871.493052,{'$oid': '664699bbe3932c0e6b458e06'},,1313.0,216.0,45.0,57.0,12.0,2.0,1715902869.082396,1876.33117642281,299.02400552008066,5.589624881033024,268.3225127455675,1.6705652636197406,2.4244421787653754,-2.235572379598185e-05,2.0124314504381697,1664.6400000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
{'$oid': '664699b7e3932c0e6b4589ff'},5,1715902826.329251,1715902871.493052,{'$oid': '664699bbe3932c0e6b458e0c'},,1316.0,218.0,45.0,58.0,13.0,2.0,1715902869.799856,1878.0017416864296,301.44844769884605,5.589602525309228,270.33494419600567,1.6705652636197406,2.4244421787653754,-2.235572379598185e-05,2.0124314504381697,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002e-10,0.0
{'$oid': '664699b7e3932c0e6b4589ff'},5,1715902826.329251,1715902871.493052,{'$oid': '664699bbe3932c0e6b458e3d'},,1324.0,221.0,45.0,60.0,15.0,2.0,1715902871.43417,1881.342872213669,306.29733205637683,5.589557813861637,274.359807096882,1.6705652636197406,2.4244421787653754,-2.235572379598185e-05,2.0124314504381697,0.0,0.0,0.0,34.11621900826435,0.0,0.0,0.0,207.2773531120868
{'$oid': '664699b7e3932c0e6b4589ff'},5,1715902826.329251,1715902871.493052,{'$oid': '664699bbe3932c0e6b458e44'},,1320.0,220.0,45.0,59.0,14.0,2.0,1715902870.614682,1879.6723069500492,303.87288987761144,5.589580169585433,272.3473756464438,1.6705652636197406,2.4244421787653754,-2.235572379598185e-05,2.0124314504381697,0.0,0.0,2.9529997717402995e-09,0.0,0.0,0.0,8.999977796433382e-10,0.0
{'$oid': '664699b7e3932c0e6b4589ff'},5,1715902826.329251,1715902871.493052,{'$oid': '664699bbe3932c0e6b458e61'},0.7208505272865295,1220.0,142.0,4.0,4.0,0.0,2.0,1715902877.774972,1813.0238025804238,192.94976258888687,6.803686481886656,184.61795874134475,0.06520342794870392,1.4741865960020175,-1.0498542968111317e-08,0.786737530163127,0.0,0.0,0.0,223.53935950413256,0.0,0.0,0.0,53.22365702479351
